step,track_id,confirmed,x,y,vx,vy,misses,maha2,hits_window
5,1,0,-92.403020018622385,1.1714825688344439,0,0,0,0,2
6,1,0,-86.091283207302141,-7.678968431520909,2.20497740061893,-3.0918659989225272,0,1.023025872970093,2
7,1,0,-88.885029862099458,-13.291478705353265,-0.63976400794479771,-8.4384177712553097,0,0.8981153991955616,2
8,1,1,-81.113081311860299,-12.390738645650176,12.690879339225443,-6.1790553579035814,0,2.4156529428594742,3
9,1,1,-75.373023314267741,-6.0606585836400955,24.529833651181995,9.2159089644468004,0,3.4009822203773221,4
9,2,0,65.418014936270225,8.9283005322337345,0,0,0,0,2
10,1,1,-81.603011373742845,-1.7307903828749613,4.4223181711765065,19.649443682774592,0,3.7144709590721443,5
10,2,0,66.385149952244547,2.7444694889815304,0.337864349753286,-2.1602940850071302,0,0.33915261889465748,2
11,1,1,-79.057679673520838,-1.52519174419005,11.051715712282281,17.433554955723025,0,0.32124365411277694,5
11,2,0,69.684573791567161,2.8209890137536111,3.5534170959527103,-1.9795251554033026,0,0.25398386451345928,2
12,1,1,-76.030752451866036,-1.6367614077207113,18.11232128538672,14.62782974295985,0,0.37920817739987789,5
12,2,1,69.245410915945797,-5.0760016500968899,2.4997449907745466,-15.300051985028805,0,2.3593071849746203,3
13,1,1,-74.992988259979782,1.8686038340897162,18.47792212088947,22.302301872502859,0,0.41617665072710119,5
13,2,1,73.281785708957599,-5.5613082738842348,11.569691355765315,-14.651477158891641,0,0.74558403681692709,4
14,1,1,-70.216274782574786,7.4521672340256284,28.639316108344048,34.087356645800867,0,1.928651015880924,5
14,2,1,72.047359186880911,-11.056077523617112,6.6809048151358263,-27.493450968515489,0,1.3667057137276672,5
15,1,1,-70.683366219918014,10.134703848556281,23.905058793091882,36.525883831080712,0,0.26430216423928365,5
15,2,1,67.971228715906165,-9.9472937770972258,-5.8983092681984983,-20.409849215953976,0,1.370302007415789,5
16,1,1,-68.70915250470685,13.314928129383041,25.733861940741154,39.704569699043496,0,0.14998831295753642,5
16,2,1,68.897692315348493,-6.7298070392225728,-2.4130684310055401,-8.3166517643009712,0,1.0405275304740385,5
17,1,1,-69.765472681249264,8.4616342363207266,20.558399630060446,24.599015143609549,0,3.4480669281332199,5
17,2,1,65.355279918235084,-7.7080273124648038,-11.879702297975399,-9.8725527916574976,0,0.64887837355014399,5
18,1,1,-69.986658105728253,7.0918521351977724,17.960942917051916,19.19299133449768,0,0.5938096752243589,5
18,2,1,60.034573694737048,-5.1569276930832677,-24.345923980404798,-1.8424100985054412,0,1.7514177813617255,5
19,1,1,-68.428825237826317,5.1826230088037999,19.254374386378164,13.56889572382905,0,0.67243242653530189,5
19,2,1,59.757268483915496,-3.0261201903204378,-22.002572178285309,3.6992412770891931,0,0.33738319538212602,5
20,1,1,-67.134288279814896,5.189270051427469,19.868754725854892,12.325023996406161,0,0.047484606143747346,5
20,2,1,60.148174731200228,-3.0067099661262455,-18.501998948107996,3.3105673733826833,0,0.13835060472642027,5
21,1,1,-65.681561497282942,10.505057796586334,20.673597307175601,20.560332796240537,0,2.0578134223637092,5
21,2,1,71.196172540210938,2.7989893820115666,7.9452759688454364,15.769093605050291,0,11.558415561826887,5
22,1,1,-64.470566070791904,9.5426885487181465,20.968295007805487,17.252320004131398,0,0.40211477340847701,5
22,2,1,75.56021698870218,1.3749569235119434,16.194012207723283,11.168329295269107,0,1.4726221150341883,5
23,1,1,-63.988649829808715,8.1681276200861159,20.073461358684277,13.71850453644786,0,0.58470999396150547,5
23,2,1,76.648271000215146,4.9112118074277795,16.739690958535181,17.006027495128642,0,0.69409886747016092,5
24,1,1,-62.07803438652455,9.2005256757912655,21.437784983279979,14.23970751314509,0,0.11266196939745854,5
24,2,1,76.176969499811094,6.0676832533051073,14.317324937687838,17.572918793732583,0,0.15269696748366993,5
25,1,1,-60.031920952768743,11.640875006617581,22.83618993742223,16.720607449417979,0,0.51133385134246123,5
25,2,1,75.300422347045341,2.7056258079563813,11.52683358676502,10.141653696132797,0,1.8937866528612117,5
26,1,1,-64.363703392050596,10.008300373779933,15.325465389744044,13.333250038020699,0,5.0801435098484529,5
26,2,1,79.758179225480134,5.8922153796431296,17.977728968194235,14.594982627576695,0,2.2401522297061964,5
27,1,1,-64.859648770605745,12.406308163698721,13.666895490354966,15.608257767156244,0,0.70018894920340158,5
27,2,1,84.669946156781236,5.7713940812209099,24.316422585854927,13.251432681911199,0,1.8473427291297049,5
28,1,1,-66.359790043263203,11.16267106818162,10.914888021063597,13.057199251783979,0,1.4603923070795954,5
28,2,1,84.934589549849775,2.9444317764039147,22.885555209943185,8.0020874962814172,0,1.5635648135808422,5
